Qno.,word,FClass,CClass
4517,country problems hooligans,country,LOC
4518,planet Percival Lovell discover,other,LOC
4519,often brain cells replaced,count,NUM
4520,much Mercury spend advertising 1993,money,NUM
4521,kind rocket launched Surveyor spacecraft,veh,ENTY
4522,country contains westernmost point South America,country,LOC
4523,Abolitionists try end,other,ENTY
4524,American dollar equivalent 8 pounds U.K.,count,NUM
4525,cigarette smoking banned,reason,DESC
4526,year Charles Dicken die,date,NUM
4527,D.H. Lawrence novel originally titled Tenderness,cremat,ENTY
4528,rock group raised ruckus White House singing American Woman,gr,HUM
4529,fear night darkness,dismed,ENTY
4530,origin rock band Led Zeppelin name,desc,DESC
4531,Lawrence,manner,DESC
4532,know pregnant,manner,DESC
4533,last Americans leave Vietnam,date,NUM
4534,famed clown appeared early Howdy Doody Show insisted Clarabell made real clown,ind,HUM
4535,"group formed 1969 police met resistance patrons Stonewall , Greenwich Village gay bar",gr,HUM
4536,Confucius,desc,HUM
4537,snack food ridges,food,ENTY
4538,popular four-player game time,sport,ENTY
4539,meaning name Tatiana,def,DESC
4540,many people died Estonia sank 1994,count,NUM
4541,Southern California town named character made famous Edgar Rice Burroughs,city,LOC
4542,many colors rainbow,count,NUM
4543,habitat chickadee,other,LOC
4544,drug often used treat AIDS patients,dismed,ENTY
4545,five senses develops first,other,ENTY
4546,name root beer come,desc,DESC
4547,city kickoff point climbs Mount Everest,city,LOC
4548,average salary paleontologist,money,NUM
4549,largest post office building world,other,LOC
4550,currently popular singer world,ind,HUM
4551,first animal space,animal,ENTY
4552,correct way mount roll toilet paper,techmeth,ENTY
4553,Jules Verne novel features scientists held captive submarine Nautilus,cremat,ENTY
4554,Rush 2112 called 2112,reason,DESC
4555,state motto California,desc,DESC
4556,function homeostasis existence organism,reason,DESC
4557,"company started making pies , wound manufacturing plastic throwing toys",gr,HUM
4558,acronym CPR mean,exp,ABBR
4559,Jewish alphabet called,termeq,ENTY
4560,Baltic States,def,DESC
4561,many endangered species world,count,NUM
4562,large U.S. city highest murder rate 1988,city,LOC
4563,"bandleader mentor Ella Fitzgerald cowrote `` A_Tisket , A-Tasket ''",ind,HUM
4564,invented basketball,ind,HUM
4565,TV affected society,manner,DESC
4566,last major eruption Mount St. Helens,date,NUM
4567,name Humphrey Bogart club Casablanca,gr,HUM
4568,U.S. Government agency registers trademarks,gr,HUM
4569,osmosis,def,DESC
4570,format major competition VHS,other,ENTY
4571,hockey player Ronald Reagan joke swap Texas,ind,HUM
4572,world deadliest infectious disease,dismed,ENTY
4573,infectious disease world deadliest,dismed,ENTY
4574,"President buried ancestral home overlooking Hudson River Hyde Park , New York",ind,HUM
4575,much first Barbie doll sell 1959,money,NUM
4576,country General Douglas McArthur recalled President Truman,country,LOC
4577,five popular Usenet groups,gr,HUM
4578,seven deadly sins,desc,DESC
4579,"latitude longitude El Paso , Texas",other,NUM
4580,name Melissa mean,def,DESC
4581,nature snow formation snow different ice,desc,DESC
4582,many head injuries recreational ice skating year,count,NUM
4583,normal human pregnancy lasts many months,count,NUM
4584,kind sports team Buffalo Sabres,sport,ENTY
4585,impenetrable system French fortifications built along German frontier World War II,other,ENTY
4586,new computer games Windows 95 98,sport,ENTY
4587,domesticated wild turkey,ind,HUM
4588,can get someone phone number screen name,manner,DESC
4589,European race sees winner mountain stage awarded jersey large red polka dots,sport,ENTY
4590,country Ileana Cotrubas come,country,LOC
4591,motto Boy Scouts,desc,DESC
4592,two European countries joined Gran San Bernardo Pass,country,LOC
4593,movie Steven Spielberg direct 1975,cremat,ENTY
4594,kind creatures Canary Islands named,animal,ENTY
4595,name US helicopter pilot shot North Korea,ind,HUM
4596,male `` cuckquean '',def,DESC
4597,"factors leading high teen pregnancy rate Spartanburg , South Carolina",reason,DESC
4598,"Name designer shoe spawned millions plastic imitations , known ` jellies ' .",ind,HUM
4599,RCA stand,exp,ABBR
4600,ice cream sundaes called sundaes,reason,DESC
4601,singular dice,word,ENTY
4602,Olive Oyl brother,ind,HUM
4603,"12-hour cold medicine uses formula `` 6 , 6 , 12 '' ads",dismed,ENTY
4604,first video ever made,cremat,ENTY
4605,favorite food dragonflies,food,ENTY
4606,king boycotted Prince Charles wedding,ind,HUM
4607,Nicholas Cage living,title,HUM
4608,nickname model Leslie Hornby,ind,HUM
4609,Taj Mahal,other,LOC
4610,distinctive palmiped feet,desc,DESC
4611,139 papal court forced move Rome,other,LOC
4612,first day week,date,NUM
4613,goulash,def,DESC
4614,capital built around Monument Circle contains soldiers sailors monument,city,LOC
4615,Name men cologne associated sea .,other,ENTY
4616,parachute work,manner,DESC
4617,first book Old Testament,cremat,ENTY
4618,many sub-Saharan Africa,count,NUM
4619,"history Spartacus , Roman slave gladiator",desc,DESC
4620,famed wall supports Badaling turret,other,LOC
4621,"portrayed Fatman television show , `` Jake Fatman ''",ind,HUM
4622,object-oriented design,def,DESC
4623,Melissa mean,def,DESC
4624,form drag,def,DESC
4625,John F. Kennedy dogs,animal,ENTY
4626,good science sites Internet,other,LOC
4627,woman Time Man Year 1952,ind,HUM
4628,currents affect area Shetland Islands Orkney Islands North Sea,reason,DESC
4629,wrote Ugly Duckling,ind,HUM
4630,designed London Bridge,ind,HUM
4631,"many miles Tel Aviv , Israel Memphis , Tennessee",count,NUM
4632,many flavors ice cream Howard Johnson,count,NUM
4633,weapon crossed slits English castles accommodate,other,ENTY
4634,can stop slow aging,manner,DESC
4635,busiest Amtrak rail stations U.S.,other,LOC
4636,many freckles Howdy Doody face,count,NUM
4637,"Cos Cob , CT get name",manner,DESC
4638,considered father psychology,ind,HUM
4639,Super President gain powers animated series,manner,DESC
4640,tall animated King Kong,dist,NUM
4641,values,def,DESC
4642,population Japan,other,NUM
4643,Name American made motorcycle .,veh,ENTY
4644,largest concentration camp World War II,other,LOC
4645,much Alaska cost bought Russia,money,NUM
4646,many events make decathlon,count,NUM
4647,causes blue balls,reason,DESC
4648,first bodies visited spacecraft,other,LOC
4649,succeeded Nikita Khrushchev first secretary Communist Party,ind,HUM
4650,chosen first black chairman military Joint Chiefs Staff,ind,HUM
4651,Name lady Great Gatsby pines,ind,HUM
4652,chef coddle eggs,other,ENTY
4653,many bails cricket wicket,count,NUM
4654,city Martin Luther King Jr. assassinated,city,LOC
4655,"celebrity couple , going divorce , divided toilet paper two equal piles",ind,HUM
4656,Bernini-Bristol Hotel,other,LOC
4657,said `` contemptible scoundrel stole cork lunch '',ind,HUM
4658,capital Kosovo,city,LOC
4659,kind company 7-Eleven,gr,HUM
4660,many letters appear numbers 2 9 telephone dial,count,NUM
4661,first three cities population million,city,LOC
4662,months year get name,manner,DESC
4663,scale measures earthquakes,other,ENTY
4664,glory hole,def,DESC
4665,kind education need become athletic trainer NFL,other,ENTY
4666,major companies part Dow Jones,gr,HUM
4667,college Joe Namath play football,gr,HUM
4668,minimum wage 1991,money,NUM
4669,country biggest producer tungsten,country,LOC
4670,make colors,manner,DESC
4671,happen Canada Quebec separated,desc,DESC
4672,Jimmy Buffett concert coming E center Camden NJ,date,NUM
4673,` Last Chance Animals ',desc,DESC
4674,European country abandoned postage stamps 1923 printing cost face value,country,LOC
4675,weather like moon,desc,DESC
4676,1st U.S. President,ind,HUM
4677,"main language Sao Paulo , Brazil",lang,ENTY
4678,much Varian Associates try sell vacuum products division BOC group,money,NUM
4679,abbreviation International Olympic Committee,abb,ABBR
4680,many people hike,count,NUM
4681,boxcars,def,DESC
4682,keep cats flower garden good,manner,DESC
4683,played Maria film West Side Story,ind,HUM
4684,common anti-AIDS drug,dismed,ENTY
4685,bestowed great power upon Captain Britain,ind,HUM
4686,can tell figs ripe,manner,DESC
4687,love thee,manner,DESC
4688,type soda greatest amount caffeine,food,ENTY
4689,nationality Sicilian,country,LOC
4690,common boy girl name,ind,HUM
4691,"accused Trial Century , opened Janurary 1 , 1935",ind,HUM
4692,color hundred billionth crayon made Crayola,color,ENTY
4693,soft drink tells us `` Go Hawaiian '',food,ENTY
4694,hydroelectric dam work,manner,DESC
4695,oldest building United States,other,LOC
4696,West Virginia state animal,animal,ENTY
4697,many people died South Carolina highways 1998,count,NUM
4698,binomial coefficients,def,DESC
4699,Living Room War,def,DESC
4700,translations phrase `` Thank-you '',termeq,ENTY
4701,President Nixon birthdate,date,NUM
4702,`` great American family cereal '',food,ENTY
4703,"Suzy Parker earn $1 , 000 early 1950",desc,DESC
4704,many people died Vietnam war,count,NUM
4705,year Montana become state,date,NUM
4706,USSR dissolved,date,NUM
4707,letters telephone Q Z,reason,DESC
4708,Japanese city called Edo,city,LOC
4709,Seven Mules block,ind,HUM
4710,world largest distilling company,gr,HUM
4711,"name actress starred movie , `` Silence Lambs ''",ind,HUM
4712,one corpus callosum found,other,LOC
4713,Napolean defeat Jena Auerstadt,ind,HUM
4714,household products adult acne,product,ENTY
4715,British prime minister U.S. president seventh cousins once-removed,ind,HUM
4716,expensive car world,product,ENTY
4717,Angelus,def,DESC
4718,many objects orbit Earth,count,NUM
4719,tragedy struck city Dogtown 1899,event,ENTY
4720,oldest capital city Americas,city,LOC
4721,Leon Uris novel dealt Russian capture Berlin,cremat,ENTY
4722,"location Edinburgh , Scotland",other,LOC
4723,many muscles average adult use going walk,count,NUM
4724,long live community vote,period,NUM
4725,name Titanic captain,ind,HUM
4726,Name heroine `` Scruples '',ind,HUM
4727,big Chappellet vineyard,volsize,NUM
4728,Jackson Pollock native country,country,LOC
4729,makes sperm,reason,DESC
4730,know much money save retirement,manner,DESC
4731,dot letter mean,def,DESC
4732,wrote Godfather,ind,HUM
4733,origin term soda jerk,desc,DESC
4734,frequency VHF,other,NUM
4735,sport Chris Jogis play,sport,ENTY
4736,island target U.S. Operation Urgent Fury,other,LOC
4737,fear robbers,dismed,ENTY
4738,Nevil Shute novel doomed survivors nuclear war,cremat,ENTY
4739,cause endangered species,reason,DESC
4740,following TV newsmen Rhodes scholar,ind,HUM
4741,Warlock wear forehead Marvel comics,other,ENTY
4742,softest part body,body,ENTY
4743,six-foot temperance advocate wielded hatchet saloons,ind,HUM
4744,many islands Fiji,count,NUM
4745,line divided North South U.S. Civil War,other,ENTY
4746,definition cecum,def,DESC
4747,invented volleyball,ind,HUM
4748,powerful country world,country,LOC
4749,,manner,DESC
4750,Name ballet company Mikhail Baryshnikov danced,gr,HUM
4751,led Normans victory Battle Hastings,ind,HUM
4752,origin word `` Teddy bear '',desc,DESC
4753,percentage world plant animal species can found Amazon forests,perc,NUM
4754,"name star cooking show , `` Galloping Gourmet ''",ind,HUM
4755,invented horoscope,ind,HUM
4756,nutrients healthy bones teeth,food,ENTY
4757,Fortune 500 companies,def,DESC
4758,difference ninjitsu kung fu,desc,DESC
4759,king forced agree Magna Carta,ind,HUM
4760,many electoral college votes Colorado,count,NUM
4761,Babe Ruth Christian names,ind,HUM
4762,many bottles wine prisoners Bastille allowed per day,count,NUM
4763,lobsters like live,other,LOC
4764,"first elected mayor Washington , D.C.",ind,HUM
4765,wolverine habits,other,ENTY
4766,fix squeaky floors,manner,DESC
4767,Big Thompson flood,date,NUM
4768,good mosquitoes,desc,DESC
4769,get bubblegum carpet,manner,DESC
4770,"played Wembley Stadium , London , every May",sport,ENTY
4771,"wrote sci-fi trilogy Foundation , Foundation Empire , Second Foundation",ind,HUM
4772,many hours work take typist complete 100-page screenplay,count,NUM
4773,Alice Cooper real name,ind,HUM
4774,Peloponnesian League,def,DESC
4775,two cities usually mark extremes English Channel swims,city,LOC
4776,many times tide ebb flow day,count,NUM
4777,invented television,ind,HUM
4778,tannins,def,DESC
4779,General Mills manufacture Cheerios,manner,DESC
4780,Jimmy Durante theme song,cremat,ENTY
4781,Name person burst screen Lite beer commercials .,ind,HUM
4782,delicacy known indelicately pickled roe,food,ENTY
4783,after-dinner treat invented 1916 George Jung noodle factory Los Angeles,food,ENTY
4784,U.S. vice-president killed Alexander Hamilton duel,ind,HUM
4785,Fahrenheit equivalent zero degrees centigrade,temp,NUM
4786,many muscles oyster,count,NUM
4787,"card game derived name biritch , Russian Whist",sport,ENTY
4788,wrote `` Much Ado Nothing '',ind,HUM
4789,collective noun geese,word,ENTY
4790,personality traits Capricorns said,desc,DESC
4791,can get information concerning child custody files State Utah,other,LOC
4792,John F. Kennedy 1960 campaign song,cremat,ENTY
4793,Louisiana Senator won seat held father mother,ind,HUM
4794,hymn John Steinbeck get title Grapes Wrath,cremat,ENTY
4795,invention principle conservation energy make impossible,techmeth,ENTY
4796,highest-ranking suit bridge,other,ENTY
4797,won Oscars roles Gone Wind Streetcar Named Desire,ind,HUM
4798,writer famous physically putting center subject matter,ind,HUM
4799,lead singer Led Zeppelin band,ind,HUM
4800,"Dana `` Two Years Mast , '' seafarers lived abandoned oven beach San Diego",ind,HUM
4801,plays cop movie `` Kindergarten Cop '',ind,HUM
4802,many characters makes word typing test purposes,count,NUM
4803,non-mechanical sport achieves highest speeds,sport,ENTY
4804,1940 annual salary boilermaker,money,NUM
4805,"created Billy Pilgrim , survivor Dresden firestorm",ind,HUM
4806,"indoor sport saw Phoenix Inferno become Phoenix Pride July 14 , 1983 , temperature hit 111 degrees",sport,ENTY
4807,country saw origin Asian Flu,country,LOC
4808,richest woman world,ind,HUM
4809,can take test will tell grow,other,LOC
4810,caused death Bob Marley,reason,DESC
4811,"Mrs. Bridges job TV Upstairs , Downstairs",title,HUM
4812,daily newspaper will `` help see clearer across USA '',cremat,ENTY
4813,lake Scotland said hold one monsters,other,LOC
4814,1974 Oscar winners,ind,HUM
4815,kind business 7-Eleven,gr,HUM
4816,Sinn Fein,def,DESC
4817,"name rare neurological disease symptoms : involuntary movements , tics , swearing , incoherent vocalizations , grunts , shouts , etc.",dismed,ENTY
4818,river otters eat,food,ENTY
4819,"wrote book , `` Huckleberry Finn ''",ind,HUM
4820,use Heimlich maneuver,ind,HUM
4821,famed library can reach dialing 22-287-5,other,LOC
4822,five-time winner Kentucky Derby lost first 25 races,animal,ENTY
4823,Vasco da Gama discover,other,ENTY
4824,Megan law,def,DESC
4825,can get complete listing showtimes area,other,LOC
4826,Montenegro,other,LOC
4827,usenet Internet,def,DESC
4828,field effect transistors,def,DESC
4829,killer whale died Sea World fungal infection named,animal,ENTY
4830,witch hazel,def,DESC
4831,state tree Nebraska,plant,ENTY
4832,Glasgow,other,LOC
4833,Chicago named Chicago,reason,DESC
4834,three colors ink used print U.S. dollar bill,color,ENTY
4835,exactly purpose anteater,reason,DESC
4836,correct way use `` may '' vs. `` might '',techmeth,ENTY
4837,North American city boasts biggest Polish population,city,LOC
4838,"radio , TV movie character Jackie Gleason William Bendix play",ind,HUM
4839,"planned berth merchant ship , Lane Victory , Merchant Marine veterans converting floating museum",other,LOC
4840,pedometer measure,other,ENTY
4841,Maurizio Pellegrin age,period,NUM
4842,many thousands students attend University Massachusetts,count,NUM
4843,Name U.S. Senate majority leader Speaker House .,ind,HUM
4844,name football New York Titans adopt 1963,gr,HUM
4845,female suspect game Clue single,ind,HUM
4846,owns CNN,ind,HUM
4847,many Americans still unaccounted Vietnam war,count,NUM
4848,chemical reactivity neon,other,NUM
4849,auto-commentary,def,DESC
4850,oldest website Internet,other,LOC
4851,deconstructionism,def,DESC
4852,Lenny Bruce say got arrested,desc,DESC
4853,newspaper returned Pulitzer Prize fraudulent story Jimmy World,cremat,ENTY
4854,fear speaking,dismed,ENTY
4855,Hitler favorite movie,cremat,ENTY
4856,airliners crash vs. gliding,reason,DESC
4857,little blue reflectors middle road,reason,DESC
4858,"member Little Rascals on-again , off-again sweetheart Darla Hood",ind,HUM
4859,saline used medicine,manner,DESC
4860,"name ` female ' counterpart El Nino , results cooling temperatures dry weather",termeq,ENTY
4861,"incident 1933 German Nazis use justify emergency decrees , imprisoning opponents vesting power",event,ENTY
4862,country visiting land President Duvalier Airport,country,LOC
4863,attorney-general ordered closing Alcatraz,ind,HUM
4864,capital Congo,city,LOC
4865,text Fifth Amendment,desc,DESC
4866,country starts letter x,country,LOC
4867,countries earn tourism,country,LOC
4868,Internet2,def,DESC
4869,city China largest number foreign financial companies,city,LOC
4870,Oscars Academy Awards 1999,date,NUM
4871,prophet Jewish people,ind,HUM
4872,common name,ind,HUM
4873,oldest U.S. president,ind,HUM
4874,"common plant button , cap , cup , gills , ring",plant,ENTY
4875,Dubai first concrete house built,date,NUM
4876,Milky Way,def,DESC
4877,Remembrance Day,desc,DESC
4878,food Marco Polo introduce Italy court Kubla Khan,food,ENTY
4879,diamond producer controls 80% world diamonds,gr,HUM
4880,prophet religion Islam,ind,HUM
4881,portrayed Maggio film Eternity,ind,HUM
4882,zebras likely found,other,LOC
4883,odds giving birth twins,perc,NUM
4884,"best place live world , considering climate , civilization",other,LOC
4885,meant `` capital market '',def,DESC
4886,"Antonia , Mr. Shimerda place farm",manner,DESC
4887,ship Lloyd M. Bucher command,veh,ENTY
4888,Name medicine commonly used combat AIDS,dismed,ENTY
4889,difference hair fur,desc,DESC
4890,difference love infatuation,desc,DESC
4891,Name cartoon genie conjured magic ring shared Nancy Chuck .,ind,HUM
4892,foods contain vitamin B12,food,ENTY
4893,amount money owed illegally dog beach,money,NUM
4894,first last letters Greek alphabet,letter,ENTY
4895,web address can find e-mail address member US House Representatives,other,LOC
4896,big largest diamond,volsize,NUM
4897,ways help someone Chicken Pox,techmeth,ENTY
4898,find exact time sunset particular day,manner,DESC
4899,original Howdy Doody show go air,date,NUM
4900,many languages world,count,NUM
4901,Picasso,desc,HUM
4902,two bald U.S. Presidents,ind,HUM
4903,member Charlie Angels sang vocals Josie Pussycats,ind,HUM
4904,river flows past Temple Karnak,other,LOC
4905,comedian Perfect Fool,ind,HUM
4906,benefits rowing machine,desc,DESC
4907,find information Queensland National Competition Policy,other,LOC
4908,`` coup de poing '' French boxer,def,DESC
4909,difference carelessness carefreeness,desc,DESC
4910,Islamic counterpart Red Cross,termeq,ENTY
4911,tuberculosis afflict people,reason,DESC
4912,loved Flash Gordon besides Dale,ind,HUM
4913,tyvek,def,DESC
4914,humans catch zoonose diseases,other,ENTY
4915,Asia get name,manner,DESC
4916,name U.S. Navy gunboat film Sand Pebbles,veh,ENTY
4917,can get information original 13 US colonies,other,LOC
4918,disease drug Sinemet used treatment,dismed,ENTY
4919,three ways wind created earth,techmeth,ENTY
4920,gender allowed vote Kuwait,other,ENTY
4921,many inches six feet Tom Selleck,count,NUM
4922,name disease actress Hunter Tylo baby girl,dismed,ENTY
4923,president buried Washington,ind,HUM
4924,much rent Volkswagen bug 1966,money,NUM
4925,Whose singing voice dubbed Natalie Wood West Side Story Audrey Hepburn Fair Lady,ind,HUM
4926,"mean income top 10% , top 5% , top 1%",money,NUM
4927,North American city sprouts parking meters,city,LOC
4928,largest expensive freeway construction project U.S. right now,other,LOC
4929,can get Ivy League school,desc,DESC
4930,film Louise Fletcher win best actress Oscar,cremat,ENTY
4931,Gulliver find race tiny people,other,LOC
4932,"1950 film won seven Oscars , including best picture",cremat,ENTY
4933,much stronger new vitreous carbon material invented Tokyo Institute Technology compared material made cellulose,count,NUM
4934,much tuberculosis combatting drugs cost,money,NUM
4935,President Bush compared Saddam Hussein,ind,HUM
4936,name Pittsburgh baseball team,gr,HUM
4937,Shakespeare play opens line : `` Now winter discontent.. . '',cremat,ENTY
4938,"TV comedian worked White Fang , Black Tooth Pookie Lion",ind,HUM
4939,created character James Bond,ind,HUM
4940,type exercise burns calories,sport,ENTY
4941,`` cigarette made leftovers '',desc,DESC
4942,Japanese Imperial Forces surrender end WWII,other,LOC
4943,Mikhail Gorbachev middle initial,abb,ABBR
4944,many rows whiskers cat,count,NUM
4945,British general surrendered colonial army Saratoga,ind,HUM
4946,"can people Ireland come U.S. , work , return Ireland",manner,DESC
4947,"product ads claim `` eliminates odors , kills household germs , mold , mildew ''",product,ENTY
4948,world population today,count,NUM
4949,history Buffalo chicken wings,desc,DESC
4950,humidity,def,DESC
4951,"kind creatures black , yellow , brown bullheads",animal,ENTY
4952,city feeding pigeons Piazza San Marco,city,LOC
4953,artist studio Bateau-Lavoir Montmartre,ind,HUM
4954,name planet Ewoks live,other,LOC
4955,many words Spanish language,count,NUM
4956,information novel `` El Cid '',other,LOC
4957,chemical formula napalm,symbol,ENTY
4958,yohimbine,def,DESC
4959,`` Chicago Hope '',def,DESC
4960,many members family drafted U.S. military World War II,count,NUM
4961,"wrote song , `` Silent Night ''",ind,HUM
4962,company largest Japanese ship builder,gr,HUM
4963,`` blue ribbon '' stand,exp,ABBR
4964,average date malls begin putting Christmas holiday decorations,date,NUM
4965,many characters Chinese alphabet,count,NUM
4966,Burma,other,LOC
4967,wrote Collector,ind,HUM
4968,major diamond producer based South Africa,gr,HUM
4969,Samuel Johnsons friend biographer,ind,HUM
4970,kind women gave Sigmund Freud erotic dreams,ind,HUM
4971,Cleveland Indians also called,termeq,ENTY
4972,commodity shortage largest single factor keeping North American cars roads World War II,other,ENTY
4973,many hummingbird eggs fit one ostrich egg,count,NUM
4974,"wrote bestselling Missionary Travels Researches South Africa , published 1857",ind,HUM
4975,played father `` Charles Charge '',ind,HUM
4976,gestation period human pregnancies,period,NUM
4977,name Daniel originate,other,LOC
4978,common methods used regulate monopolies,techmeth,ENTY
4979,category color pink denote Trivial Pursuit Baby Boomer Edition,def,DESC
4980,long average domesticated ferret live,period,NUM
4981,Name Islamic counterpart Red Cross .,termeq,ENTY
4982,historical trials following World War II called,event,ENTY
4983,states state income tax,state,LOC
4984,city two steepest streets U.S.,city,LOC
4985,Margaret Thatcher known,reason,DESC
4986,Name country giants twelve times size man `` Gulliver Travels . '',country,LOC
4987,men par 455-yard golf hole,other,NUM
4988,four elements make 90 percent human body,substance,ENTY
4989,many countries,count,NUM
4990,marijuana entering United States come,other,LOC
4991,Stuart Hamblen considered first singing cowboy medium,cremat,ENTY
4992,Steve Rogers profession Captain America,title,HUM
4993,common cancer,dismed,ENTY
4994,top 10 richest people world,ind,HUM
4995,contact Answers.com direct,manner,DESC
4996,causes person constantly sweaty hands feet,reason,DESC
4997,happened Answers.com,desc,DESC
4998,spectrum sine wave,def,DESC
4999,ethnic group introduced idea potlatch,gr,HUM
5000,person socioeconomic position,def,DESC
5001,say friend ignores friends,desc,DESC
5002,many yards 1 mile,count,NUM
5003,actor first man appear cover McCall,ind,HUM
5004,"R.E.M. stand , rock group R.E.M.",exp,ABBR
5005,Cruise Line Kathie Lee Gifford advertise,gr,HUM
5006,name Jenna mean,def,DESC
5007,girls wear training bras,reason,DESC
5008,first successful heart transplant human,date,NUM
5009,Edith Bunker die,manner,DESC
5010,"country boasts Cawdor Castle , Glamis Castle , Blair Castle",country,LOC
5011,Define Spumante .,def,DESC
5012,pH stand,exp,ABBR
5013,country Mount Everest,country,LOC
5014,country largest country Latin America,country,LOC
5015,Name Four Horsemen Apocalypse .,ind,HUM
5016,geckos,def,DESC
5017,name book written Aaron Hass,cremat,ENTY
5018,cosmology,def,DESC
5019,many watts make kilowatt,count,NUM
5020,TV series features adventures married couple named Jonathan Jennifer,cremat,ENTY
5021,female faith healer wrote inspirational book Believe Miracles,ind,HUM
5022,Jinnah,desc,HUM
5023,Esquire name Ash Hole Year 1980,other,ENTY
5024,King Francis hang `` Mona Lisa '' owned,other,LOC
5025,ruin many poor boy New Orleans,other,ENTY
5026,habeas corpus,def,DESC
5027,use intranet,manner,DESC
5028,famous husband-and-wife team radio ads Blue Nun wine,ind,HUM
5029,many times Harold Stassen announced drive White House,count,NUM
5030,bottle caps presidents ' pictures inside worth,money,NUM
5031,can find history Hungarian language,other,LOC
5032,"USA fax machines work UK , NNP",reason,DESC
5033,cigarette `` whole new world '',other,ENTY
5034,tramped Florida looking Fountain Youth,ind,HUM
5035,"1990 , day week Christmas fall",date,NUM
5036,name song Dracula plays organ,cremat,ENTY
5037,two animals specifically mentioned Noah Ark,animal,ENTY
5038,federal income tax,def,DESC
5039,name Confederate mounted guerrilla group Jesse James Coleman Younger ridden,gr,HUM
5040,"disease plagued Europe , Africa Asia",dismed,ENTY
5041,card game can feature dealer choice,sport,ENTY
5042,many American soldiers stationed South Korea,count,NUM
5043,fear failure,dismed,ENTY
5044,many feet 2 average height Great Wall China,count,NUM
5045,verdict 1925 trial John T. Scopes,desc,DESC
5046,best way travel Japan,techmeth,ENTY
5047,long ago Anglican church part Vatican,period,NUM
5048,much Lucy Van Pelt originally charge psychiatric sessions,money,NUM
5049,followed first two underwater thrillers Girl Sea Cortez,ind,HUM
5050,Parthenon built,date,NUM
5051,1895 H.G. Wells novel written title Chronic Argonauts,cremat,ENTY
5052,common dolphin,def,DESC
5053,Answers.com funded,manner,DESC
5054,long pig orgasm last,period,NUM
5055,U.S. state comes last alphabetical list,state,LOC
5056,many mountains named Presidents continental USA,count,NUM
5057,unemployment statistics years 1965 1990,other,NUM
5058,BUD stand,exp,ABBR
5059,one Independent Member Congress,ind,HUM
5060,society ruled elders,gr,HUM
5061,two presidents U.S. published books poetry,ind,HUM
5062,Seven Dwarfs comes first alphabetically,ind,HUM
5063,professional cricketer son wrote War Worlds 1898,ind,HUM
5064,condiment Dutch dip French fries,food,ENTY
5065,comic strip never turned Broadway musical,cremat,ENTY
5066,war first submarine used,event,ENTY
5067,CPR abbreviation,exp,ABBR
5068,many inches apart adjacent pins tenpin bowling,count,NUM
5069,many miles corridors Pentagon,count,NUM
5070,find area circle,manner,DESC
5071,U.S. state includes San Juan Islands,state,LOC
5072,"English playwright penned : `` bee sucks , shall ''",ind,HUM
5073,red-and-white stripes barbershop pole stand,def,DESC
5074,Name ship Beany Cecil sailed .,veh,ENTY
5075,deep fathom,dist,NUM
5076,`` Dead Man Hand '',def,DESC
5077,Fred Astaire dancing partner name,ind,HUM
5078,find web address company,manner,DESC
5079,highest number home runs record one game,count,NUM
5080,Australia native flora,plant,ENTY
5081,heavyweight boxer known Wild Bull Pampas,ind,HUM
5082,many quarts whole milk needed make one pound butter,count,NUM
5083,London street claims world center men tailoring,other,LOC
5084,old universe,period,NUM
5085,Bible say seasons started,date,NUM
5086,animal called Poor Man Cow,animal,ENTY
5087,marriage ceremony come,desc,DESC
5088,bordering country due north Costa Rica,country,LOC
5089,Morris West novel deals Russian bishop becomes Pope,cremat,ENTY
5090,nation boarders Mozambique,country,LOC
5091,EKG stand,exp,ABBR
5092,Olympic Games year allowed Nadia Comaneci become popular,date,NUM
5093,TV talk-show host lends name line men clothing,ind,HUM
5094,soft drink held national flavor poll 1967,food,ENTY
5095,Colin Powell famous,reason,DESC
5096,Jewish alphabet known,termeq,ENTY
5097,fear home surroundings,dismed,ENTY
5098,many people die tuberculosis yearly,count,NUM
5099,specimen basidiomycetes,def,DESC
5100,invented electric guitar,ind,HUM
5101,capital California,city,LOC
5102,country comes last alphabetical list,country,LOC
5103,faults earth crust,def,DESC
5104,`` Asiento '',def,DESC
5105,kind greeting appropriate send Yom Kippur,desc,DESC
5106,hot oven baking Peachy Oat Muffins,temp,NUM
5107,dextropropoxyphen napsylate,def,DESC
5108,Don McLean song laments day Buddy Holly died,cremat,ENTY
5109,Srpska Krajina,def,DESC
5110,Kennedy money made,manner,DESC
5111,country worlds leading supplier cannabis,country,LOC
5112,orca name died fungal infection Sea World,animal,ENTY
5113,President Pergament,ind,HUM
5114,city Kentucky Horse Park near,city,LOC
5115,Esa-Pekka Salonen look like,desc,DESC
5116,"cereal goes `` snap , crackle , pop ''",food,ENTY
5117,water appear earth,manner,DESC
5118,Hillary Clinton graduate college,other,LOC
5119,Robert mean,def,DESC
5120,anti-locking brakes work,manner,DESC
5121,colors magenta made,color,ENTY
5122,chain command work inside US army Apache helicopter,manner,DESC
5123,medium Hamblen first singing cowboy,cremat,ENTY
5124,name Jamiroquai new album,cremat,ENTY
5125,hormone,def,DESC
5126,American naval officer broke Japan isolationist policy 1853,ind,HUM
5127,fellatio,def,DESC
5128,characteristics contribute `` intelligence '',reason,DESC
